Delivery_ID,Order_ID,Rider_ID,Pickup_Time,Arrival_Time_Restaurant,Delivered_Time,Delay_Minutes,Distance_Travelled,Weather_Condition,Traffic_Level
137439,146254,297,11:55:18,12:06:18,12:09:18,-4,1.99,Rainy,Low
137440,146255,580,11:36:41,11:40:41,11:57:41,20,3.76,Cloudy,Low
137441,146256,117,19:30:05,19:29:05,20:11:05,17,4.98,Cloudy,Jam
137442,146257,544,16:46:00,16:48:00,17:26:00,11,6.91,Windy,Medium
137443,146258,692,18:42:52,18:52:52,18:43:52,4,6.64,Sunny,Jam
137444,146259,683,23:08:08,23:21:08,23:45:08,14,8.64,Windy,Jam
137445,146260,84,13:25:01,13:33:01,13:25:01,2,2.91,Cloudy,Medium
137446,146261,290,16:51:11,16:59:11,17:28:11,6,2.62,Windy,Jam
137447,146262,270,19:13:39,19:19:39,19:19:39,9,2.61,Windy,Jam
137448,146263,747,19:05:59,19:04:59,19:34:59,10,8.5,Rainy,Medium
137449,146264,567,19:47:35,19:44:35,20:14:35,-1,2.66,Cloudy,High
137450,146265,577,08:08:25,08:10:25,08:52:25,14,8.64,Rainy,Medium
137451,146266,741,05:38:13,05:42:13,06:17:13,12,5.69,Windy,Medium
137452,146267,410,18:48:41,18:59:41,19:38:41,14,1.01,Cloudy,Low
137453,146268,740,17:08:07,17:20:07,17:45:07,11,2.55,Rainy,Jam
137454,146269,449,10:09:42,10:15:42,10:22:42,12,2.59,Sunny,Medium
137455,146270,416,14:37:35,14:47:35,14:54:35,-3,2.7,Windy,Medium
137456,146271,287,19:50:00,19:58:00,20:16:00,-1,9.45,Sunny,Jam
137457,146272,162,14:38:16,14:37:16,14:54:16,18,1.2,Windy,High
137458,146273,257,21:25:27,21:44:27,21:54:27,-1,1.85,Windy,High
137459,146274,692,18:27:19,18:36:19,19:15:19,20,2.83,Cloudy,High
137460,146275,675,22:38:40,22:48:40,23:10:40,3,6.37,Sunny,Medium
137461,146276,234,12:16:35,12:24:35,12:53:35,13,8.6,Sunny,Jam
137462,146277,123,12:46:11,12:50:11,13:05:11,-5,4.72,Rainy,Medium
137463,146278,477,03:05:07,03:15:07,03:38:07,2,3.08,Windy,High
137464,146279,706,15:23:22,15:33:22,15:22:22,-5,3.31,Rainy,Low
137465,146280,344,10:39:04,10:43:04,11:16:04,8,1.77,Sunny,Low
137466,146281,418,12:10:52,12:25:52,12:34:52,1,3.41,Rainy,High
137467,146282,53,13:04:58,13:16:58,13:17:58,10,3.37,Windy,Medium
137468,146283,141,10:35:06,10:43:06,11:02:06,-5,2.36,Rainy,Jam
137469,146284,476,09:05:33,09:17:33,09:18:33,-5,3.04,Windy,Medium
137470,146286,449,13:49:17,13:59:17,14:36:17,9,7.91,Cloudy,Jam
137471,146287,545,18:36:18,18:52:18,19:12:18,8,2.41,Cloudy,Low
137472,146288,526,00:57:19,01:02:19,01:28:19,5,9.23,Windy,Medium
137473,146289,111,11:41:01,11:51:01,11:41:01,-1,6.65,Cloudy,Jam
137474,146290,376,17:32:21,17:34:21,18:07:21,14,2.83,Cloudy,High
137475,146291,623,22:27:57,22:32:57,23:10:57,16,4.11,Rainy,High
137476,146292,745,12:54:22,13:06:22,13:37:22,13,9.34,Cloudy,Jam
137477,146294,185,16:24:14,16:35:14,16:26:14,-1,2.73,Cloudy,High
137478,146296,669,20:20:33,20:32:33,21:02:33,17,8.74,Rainy,High
137479,146297,655,12:30:23,12:47:23,13:23:23,17,9.86,Sunny,Jam
137480,146298,706,20:05:35,20:09:35,20:34:35,4,6.95,Rainy,Jam
137481,146299,170,05:36:57,05:52:57,05:49:57,10,7.77,Windy,High
137482,146300,214,15:08:20,15:13:20,15:16:20,6,6.35,Cloudy,Jam
137483,146301,662,17:38:13,17:44:13,18:28:13,19,8.2,Cloudy,High
137484,146302,706,12:54:32,12:59:32,13:26:32,7,5.53,Rainy,Low
137485,146303,27,10:39:24,10:37:24,11:04:24,5,7.61,Sunny,High
137486,146304,542,20:01:09,20:16:09,20:31:09,-4,3.88,Windy,Jam
137487,146305,8,05:15:12,05:25:12,05:59:12,18,9.49,Windy,Low
137488,146306,203,04:34:45,04:41:45,05:18:45,13,7.43,Cloudy,Jam
137489,146307,587,19:07:55,19:10:55,19:41:55,13,4.04,Windy,Medium
137490,146309,665,21:03:01,21:11:01,21:52:01,18,7.6,Sunny,Medium
137491,146310,28,08:14:24,08:28:24,08:44:24,2,6.32,Sunny,Low
137492,146311,445,22:31:37,22:38:37,22:27:37,-4,4.92,Cloudy,Medium
137493,146312,227,18:32:10,18:37:10,18:58:10,0,7.14,Windy,Jam
137494,146313,387,21:11:10,21:07:10,21:34:10,7,6.22,Rainy,Jam
137495,146314,48,12:53:57,12:51:57,13:29:57,15,4.01,Cloudy,Medium
137496,146315,79,17:57:58,18:02:58,18:35:58,1,3.47,Rainy,Medium
137497,146316,159,15:58:30,15:59:30,16:45:30,19,6.97,Sunny,High
137498,146317,636,22:34:42,22:34:42,22:56:42,1,8.21,Cloudy,Low
137499,146318,149,00:58:58,01:16:58,01:29:58,1,8.5,Sunny,Low
137500,146319,637,21:17:49,21:23:49,21:22:49,0,7.67,Sunny,Low
137501,146320,275,07:41:13,07:48:13,08:26:13,15,5.43,Sunny,Jam
137502,146321,66,16:26:46,16:46:46,16:53:46,-5,7.29,Sunny,Medium
137503,146322,109,00:23:52,00:29:52,01:10:52,15,2.45,Cloudy,Medium
137504,146323,708,07:27:02,07:45:02,08:13:02,10,3.24,Cloudy,Jam
137505,146324,238,02:48:26,02:57:26,03:19:26,9,1.19,Cloudy,Medium
137506,146325,360,07:23:29,07:30:29,08:01:29,12,6.64,Windy,Jam
137507,146326,234,01:14:54,01:23:54,01:49:54,9,9.03,Windy,Jam
137508,146327,101,07:13:27,07:22:27,07:06:27,-5,9.02,Rainy,Low
137509,146328,425,16:29:50,16:36:50,16:33:50,6,1.35,Rainy,Medium
137510,146329,275,13:02:13,13:05:13,13:33:13,4,7.7,Windy,Medium
137511,146330,61,12:43:59,12:53:59,13:25:59,9,8.24,Cloudy,Medium
137512,146331,712,11:43:23,12:00:23,12:22:23,13,6.11,Sunny,Medium
137513,146332,750,18:19:47,18:25:47,18:26:47,4,5.31,Rainy,Jam
137514,146333,99,12:57:38,12:55:38,13:24:38,4,3.49,Sunny,Low
137515,146334,144,20:09:41,20:14:41,20:39:41,-2,6.94,Windy,High
137516,146335,376,18:54:04,19:06:04,19:10:04,13,9.96,Sunny,Low
137517,146336,115,08:18:06,08:26:06,08:51:06,0,8.13,Windy,Jam
137518,146337,402,18:14:12,18:16:12,18:35:12,-2,5.92,Windy,Jam
137519,146338,462,17:00:09,17:04:09,17:37:09,12,3.68,Sunny,Low
137520,146339,698,09:45:17,09:48:17,10:38:17,20,8.01,Sunny,High
137521,146342,396,19:56:07,20:15:07,19:58:07,-2,9.94,Sunny,Low
137522,146343,481,23:24:50,23:30:50,00:08:50,19,8.98,Cloudy,High
137523,146344,667,17:35:34,17:38:34,17:52:34,17,6.33,Rainy,Jam
137524,146345,575,18:46:09,18:53:09,18:49:09,2,9.37,Windy,Low
137525,146346,43,13:03:29,13:06:29,13:42:29,5,6.34,Rainy,High
137526,146347,213,12:08:01,12:10:01,12:49:01,15,5.68,Windy,Jam
137527,146348,198,13:29:45,13:35:45,13:46:45,-3,7.69,Windy,High
137528,146349,400,15:35:13,15:50:13,16:17:13,8,9.26,Windy,High
137529,146351,40,13:31:11,13:40:11,14:11:11,7,7.53,Cloudy,Jam
137530,146352,357,14:24:01,14:24:01,15:00:01,9,7.38,Cloudy,Jam
137531,146353,6,00:01:54,00:10:54,00:24:54,-5,6.27,Rainy,Jam
137532,146354,440,15:59:42,16:00:42,16:18:42,-1,1.3,Rainy,Jam
137533,146355,252,13:14:20,13:17:20,13:54:20,8,1.29,Windy,Low
137534,146356,640,21:36:01,21:36:01,22:09:01,10,8.01,Rainy,High
137535,146357,440,06:42:34,06:56:34,07:27:34,12,5.46,Windy,Medium
137536,146358,52,11:40:02,11:43:02,12:20:02,7,1.07,Cloudy,High
137537,146359,696,21:25:26,21:37:26,21:59:26,7,6.96,Sunny,Low
137538,146360,576,11:50:30,11:58:30,12:26:30,10,8.53,Rainy,Jam
137539,146361,440,20:45:47,20:52:47,21:25:47,17,9.1,Rainy,Jam
137540,146362,243,18:48:00,18:46:00,18:49:00,4,7.52,Windy,Jam
137541,146363,223,00:52:57,01:07:57,01:44:57,18,4.5,Sunny,Low
137542,146364,195,11:06:51,11:11:51,11:43:51,9,6.43,Sunny,Medium
137543,146365,314,10:35:29,10:50:29,11:10:29,7,4.63,Cloudy,High
137544,146366,194,19:28:50,19:41:50,20:11:50,8,3.45,Sunny,Low
137545,146367,543,11:48:42,12:05:42,12:30:42,7,3.74,Windy,High
137546,146368,267,20:10:01,20:21:01,20:54:01,15,1.7,Sunny,Medium
137547,146369,642,18:28:10,18:32:10,18:55:10,3,2.86,Windy,Low
137548,146370,680,01:28:29,01:30:29,01:56:29,7,6.95,Windy,Jam
137549,146371,135,12:47:28,12:54:28,13:27:28,19,7.9,Cloudy,Medium
137550,146372,21,14:43:29,14:47:29,15:21:29,13,6.97,Sunny,Jam
137551,146373,329,17:32:53,17:41:53,18:15:53,16,4.25,Windy,High
137552,146374,656,19:00:56,19:14:56,19:39:56,5,6.55,Sunny,Medium
137553,146375,136,08:29:57,08:31:57,09:20:57,20,4.12,Sunny,High
137554,146376,145,20:58:43,21:09:43,21:35:43,5,7.22,Cloudy,Jam
137555,146377,181,19:58:37,20:04:37,20:22:37,0,2.01,Rainy,High
137556,146378,168,18:35:27,18:37:27,19:02:27,1,8.67,Rainy,High
137557,146379,299,13:10:41,13:13:41,13:43:41,6,8.67,Rainy,Jam
137558,146380,323,23:48:22,23:48:22,00:20:22,12,2.81,Rainy,High
137559,146381,430,12:39:32,12:41:32,13:06:32,3,1.25,Windy,Low
137560,146382,220,13:00:49,13:01:49,13:41:49,13,6.78,Sunny,Low
137561,146383,135,16:08:25,16:13:25,16:48:25,8,4.09,Cloudy,Low
137562,146384,154,08:36:10,08:42:10,09:32:10,20,9.47,Cloudy,High
137563,146385,331,19:32:33,19:35:33,20:07:33,12,2.11,Cloudy,Jam
137564,146386,48,14:12:43,14:19:43,14:45:43,6,3.36,Cloudy,High
137565,146387,235,21:08:19,21:08:19,21:30:19,2,4.02,Sunny,High
137566,146388,215,14:32:17,14:33:17,14:57:17,6,1.31,Sunny,High
137567,146389,550,18:39:19,18:53:19,19:16:19,6,6.75,Rainy,High
137568,146390,616,20:14:52,20:18:52,20:12:52,2,8.94,Rainy,Low
137569,146391,411,16:01:02,16:08:02,16:31:02,-4,1.31,Windy,Jam
137570,146392,425,06:36:22,06:43:22,06:57:22,2,7.72,Cloudy,Low
137571,146393,275,19:10:03,19:21:03,19:57:03,18,3.52,Sunny,High
137572,146394,673,20:09:24,20:18:24,20:34:24,4,2.74,Windy,Low
137573,146395,563,09:07:40,09:12:40,09:42:40,3,7.04,Windy,Jam
137574,146396,413,15:05:31,15:06:31,15:10:31,9,9.75,Windy,Low
137575,146397,153,04:48:21,04:52:21,05:26:21,3,3.3,Rainy,High
137576,146398,265,19:41:51,19:49:51,20:09:51,6,4.38,Windy,Jam
137577,146399,310,16:06:37,16:17:37,16:08:37,6,4.07,Windy,High
137578,146400,507,12:48:11,12:57:11,13:21:11,4,1.93,Rainy,Jam
137579,146401,665,19:07:04,19:07:04,19:02:04,-3,8.68,Windy,Jam
137580,146402,554,15:51:57,15:58:57,16:25:57,14,7.48,Windy,Low
137581,146404,235,18:21:57,18:25:57,18:54:57,3,1.2,Sunny,High
137582,146405,214,10:51:40,11:00:40,11:22:40,0,2.85,Cloudy,Jam
137583,146406,698,11:58:07,12:15:07,12:39:07,7,6.69,Cloudy,Jam
137584,146407,438,14:00:43,14:10:43,14:00:43,-3,7.96,Sunny,Medium
137585,146408,693,13:39:43,13:39:43,14:03:43,2,8.54,Sunny,Medium
137586,146410,544,18:22:35,18:25:35,18:26:35,2,5.81,Sunny,Medium
137587,146412,598,11:00:54,11:05:54,11:42:54,11,6.34,Sunny,High
137588,146413,589,12:07:33,12:21:33,12:33:33,1,5.9,Sunny,Medium
137589,146414,454,14:54:28,14:57:28,14:58:28,4,7.48,Sunny,High
137590,146415,57,13:04:20,12:59:20,13:29:20,5,7.62,Cloudy,Low
137591,146416,256,13:01:11,13:10:11,13:21:11,-2,4.06,Sunny,Low
137592,146417,714,12:01:46,12:05:46,12:24:46,2,4.3,Rainy,Medium
137593,146418,336,06:03:57,06:12:57,06:09:57,2,5.3,Sunny,Low
137594,146419,648,19:37:27,19:42:27,20:20:27,16,8.57,Windy,Jam
137595,146420,470,13:29:46,13:41:46,14:08:46,13,5.88,Sunny,High
137596,146421,271,20:53:36,21:05:36,21:40:36,18,3.29,Sunny,Low
137597,146422,207,17:51:03,18:01:03,18:11:03,19,4.61,Sunny,High
137598,146423,574,06:27:53,06:26:53,07:10:53,15,2.35,Rainy,Medium
137599,146424,138,12:43:14,12:48:14,12:58:14,14,6.68,Windy,High
137600,146425,451,10:19:52,10:27:52,11:03:52,18,8.34,Windy,Medium
137601,146426,443,18:30:47,18:44:47,19:06:47,-2,4.84,Windy,Medium
137602,146427,18,22:05:53,22:20:53,22:38:53,10,9.33,Windy,Jam
137603,146428,519,12:46:51,12:53:51,13:28:51,11,2.95,Rainy,Jam
137604,146429,105,10:00:30,09:59:30,10:39:30,7,6.48,Cloudy,Medium
137605,146430,509,18:12:38,18:26:38,18:49:38,13,8.89,Sunny,Medium
137606,146431,171,15:53:23,15:56:23,16:19:23,2,9.6,Sunny,Low
137607,146432,351,00:53:03,01:05:03,01:37:03,17,9.67,Rainy,Medium
137608,146433,739,05:51:14,06:06:14,06:19:14,5,1.22,Windy,Jam
137609,146434,612,13:57:41,13:56:41,14:29:41,2,3.75,Windy,Low
137610,146435,635,15:21:08,15:26:08,15:31:08,12,5.93,Sunny,Medium
137611,146436,694,16:28:13,16:43:13,17:09:13,14,4.63,Windy,Medium
137612,146437,557,16:19:19,16:31:19,16:46:19,8,3.42,Rainy,Medium
137613,146438,53,08:50:07,08:54:07,09:08:07,-5,7.59,Cloudy,High
137614,146439,81,14:57:33,14:56:33,15:36:33,12,2.75,Cloudy,Medium
137615,146440,526,17:36:07,17:35:07,18:11:07,3,1.99,Windy,High
137616,146441,116,13:23:59,13:36:59,13:58:59,-1,1.52,Rainy,High
137617,146442,621,14:02:28,14:08:28,14:53:28,12,7.76,Cloudy,Low
137618,146443,34,17:57:07,18:04:07,18:02:07,1,7.47,Sunny,Low
137619,146444,576,11:03:19,11:17:19,11:27:19,-4,1.99,Cloudy,Jam
137620,146445,292,11:42:01,11:59:01,12:14:01,-3,9.45,Sunny,High
137621,146446,226,17:18:52,17:16:52,17:36:52,20,7.91,Cloudy,High
137622,146447,608,17:58:36,18:06:36,18:38:36,16,8.6,Sunny,Jam
137623,146448,218,23:00:54,23:15:54,23:48:54,14,2.57,Rainy,Low
137624,146449,537,16:57:42,16:56:42,17:24:42,2,9.46,Windy,High
137625,146450,148,13:18:07,13:23:07,13:59:07,11,8.95,Windy,Jam
137626,146451,182,11:04:01,11:13:01,11:40:01,3,3.03,Cloudy,Medium
137627,146453,231,12:09:47,12:24:47,12:34:47,4,7.85,Rainy,Low
137628,146454,576,20:38:47,20:54:47,21:07:47,1,8.64,Cloudy,Medium
137629,146455,106,17:41:51,17:53:51,18:10:51,7,3.62,Windy,High
137630,146456,507,17:57:06,17:57:06,18:42:06,19,4.29,Cloudy,Jam
137631,146458,136,19:57:20,20:08:20,20:34:20,10,3.35,Cloudy,High
137632,146459,372,08:07:30,08:08:30,08:44:30,9,1.51,Sunny,High
137633,146460,603,08:27:10,08:35:10,09:01:10,9,5.32,Cloudy,High
137634,146461,551,13:20:01,13:25:01,13:46:01,-1,6.35,Cloudy,Low
137635,146462,250,15:09:59,15:24:59,15:32:59,-1,1.44,Sunny,Medium
137636,146463,371,14:55:50,15:04:50,15:16:50,-1,3.0,Rainy,Jam
137637,146465,437,09:26:05,09:32:05,09:34:05,6,2.17,Rainy,High
137638,146466,667,10:24:49,10:32:49,10:41:49,13,1.6,Sunny,Jam
137639,146468,727,21:41:32,21:45:32,22:08:32,2,8.22,Sunny,High
137640,146469,213,12:25:34,12:29:34,12:41:34,-1,6.63,Windy,Jam
137641,146470,471,06:52:22,07:10:22,07:26:22,-2,4.38,Cloudy,Low
137642,146471,225,10:26:32,10:32:32,10:27:32,2,5.05,Cloudy,Medium
137643,146472,565,17:27:05,17:36:05,17:43:05,17,5.15,Cloudy,Low
137644,146473,36,15:50:26,16:04:26,16:28:26,1,1.12,Cloudy,Jam
137645,146474,525,19:06:44,19:11:44,19:40:44,12,6.87,Sunny,Jam
137646,146475,530,19:13:25,19:15:25,19:52:25,15,2.42,Sunny,Jam
137647,146476,500,12:29:24,12:42:24,13:11:24,4,1.16,Windy,High
137648,146477,3,18:09:16,18:26:16,18:40:16,-2,5.25,Cloudy,Low
137649,146478,389,18:36:12,18:41:12,18:40:12,3,2.15,Windy,High
137650,146479,358,19:24:24,19:41:24,20:06:24,10,1.34,Rainy,Low
137651,146480,375,13:28:39,13:35:39,13:31:39,-1,5.18,Windy,Low
137652,146481,91,04:35:48,04:49:48,04:46:48,8,5.85,Rainy,Low
137653,146482,718,15:45:11,16:02:11,16:34:11,17,3.15,Rainy,Medium
137654,146483,494,13:32:37,13:48:37,14:23:37,17,2.72,Sunny,High
137655,146484,613,18:16:29,18:14:29,18:11:29,0,1.11,Windy,Medium
137656,146485,449,21:57:06,21:57:06,22:28:06,10,4.99,Rainy,Medium
137657,146486,95,16:56:25,17:02:25,17:30:25,2,8.56,Rainy,Medium
137658,146487,233,11:57:57,11:59:57,12:34:57,10,8.23,Rainy,High
137659,146488,100,20:24:43,20:27:43,20:42:43,-2,5.89,Cloudy,Low
137660,146489,25,11:55:58,11:58:58,12:32:58,3,8.46,Rainy,High
137661,146490,486,12:48:57,12:47:57,13:04:57,-3,6.59,Sunny,Jam
137662,146491,214,19:42:43,19:54:43,20:04:43,2,9.29,Rainy,Low
137663,146492,105,13:09:25,13:24:25,13:56:25,18,3.95,Windy,High
137664,146493,18,14:21:11,14:23:11,14:43:11,-2,3.76,Rainy,Jam
137665,146494,583,10:17:50,10:26:50,10:54:50,4,3.35,Rainy,Low
137666,146495,740,11:58:41,12:05:41,12:31:41,-5,4.25,Rainy,Low
137667,146496,183,18:30:58,18:41:58,19:15:58,16,7.33,Cloudy,Jam
137668,146497,683,18:33:32,18:51:32,18:51:32,13,2.68,Cloudy,High
137669,146498,62,13:21:20,13:35:20,14:08:20,19,9.06,Rainy,Low
137670,146499,413,08:18:25,08:27:25,08:36:25,13,6.96,Sunny,Medium
137671,146500,703,16:09:35,16:18:35,16:53:35,20,8.38,Sunny,Medium
137672,146501,121,11:16:00,11:31:00,11:54:00,3,9.58,Cloudy,High
137673,146502,668,10:50:34,10:56:34,10:57:34,2,1.8,Sunny,Jam
137674,146503,521,22:49:08,22:59:08,23:19:08,9,8.82,Cloudy,Medium
137675,146504,182,20:44:47,20:41:47,20:57:47,-5,9.69,Rainy,Medium
137676,146505,628,00:44:25,00:49:25,01:31:25,18,4.5,Windy,Jam
137677,146506,511,20:12:10,20:11:10,20:36:10,-4,7.67,Cloudy,Low
137678,146507,138,15:29:40,15:40:40,16:17:40,17,7.22,Cloudy,High
137679,146508,678,06:24:18,06:32:18,06:53:18,-3,8.84,Windy,Jam
137680,146509,648,20:51:13,21:01:13,20:51:13,4,9.47,Rainy,High
137681,146510,620,07:49:49,07:56:49,08:40:49,16,2.33,Rainy,High
137682,146511,556,18:54:14,19:07:14,19:34:14,10,2.36,Cloudy,Jam
137683,146512,715,12:16:13,12:27:13,12:39:13,-1,8.23,Windy,Jam
137684,146513,13,13:00:52,13:07:52,13:44:52,12,1.91,Windy,High
137685,146514,344,17:37:54,17:42:54,17:32:54,-2,2.63,Sunny,High
137686,146516,78,20:03:21,20:13:21,20:49:21,20,6.18,Rainy,Jam
137687,146517,120,13:28:31,13:35:31,14:09:31,7,9.17,Cloudy,Jam
137688,146518,715,07:04:12,07:05:12,07:42:12,12,7.85,Rainy,Low
137689,146519,552,09:21:59,09:16:59,09:59:59,17,2.81,Windy,Jam
137690,146520,296,22:06:42,22:17:42,22:41:42,5,9.17,Cloudy,Jam
137691,146521,626,16:46:27,16:58:27,17:26:27,2,5.97,Windy,Low
137692,146522,605,23:43:53,23:57:53,00:08:53,-5,3.05,Windy,Low
137693,146523,142,17:57:45,17:57:45,18:38:45,14,3.88,Rainy,Medium
137694,146524,680,07:10:40,07:16:40,07:07:40,-1,2.31,Windy,High
137695,146526,573,13:03:35,13:20:35,13:39:35,13,1.94,Cloudy,Medium
137696,146527,531,21:35:35,21:47:35,22:22:35,15,9.35,Rainy,Jam
137697,146528,285,06:45:19,06:56:19,07:18:19,5,5.41,Cloudy,High
137698,146529,223,18:33:24,18:40:24,18:58:24,5,7.01,Sunny,High
137699,146530,494,20:01:36,20:07:36,20:02:36,-3,2.45,Windy,Medium
137700,146531,229,14:57:17,15:11:17,15:25:17,3,9.05,Cloudy,Jam
137701,146532,680,21:11:47,21:12:47,21:29:47,17,1.29,Sunny,Low
137702,146535,431,15:17:23,15:13:23,15:44:23,2,8.3,Cloudy,Medium
137703,146537,207,19:07:10,19:13:10,19:27:10,17,3.57,Rainy,High
137704,146538,119,14:17:47,14:34:47,15:04:47,16,5.73,Windy,Jam
137705,146539,91,19:50:18,19:59:18,20:23:18,0,6.7,Sunny,Medium
137706,146540,298,19:54:40,20:12:40,20:36:40,9,8.24,Sunny,Jam
137707,146542,55,10:38:56,10:48:56,10:45:56,3,7.21,Cloudy,Medium
137708,146543,391,18:49:51,18:48:51,19:27:51,15,2.84,Cloudy,High
137709,146544,159,06:50:14,06:52:14,07:18:14,7,2.34,Rainy,High
137710,146545,217,20:10:03,20:08:03,20:40:03,3,4.15,Windy,Medium
137711,146546,291,09:07:49,09:20:49,09:20:49,12,2.76,Cloudy,Low
137712,146548,714,15:19:23,15:32:23,15:12:23,-5,6.32,Rainy,Low
137713,146549,454,16:20:02,16:16:02,17:04:02,14,6.46,Cloudy,Low
137714,146552,681,12:21:27,12:25:27,12:59:27,6,3.45,Cloudy,Low
137715,146553,596,11:58:54,12:13:54,12:27:54,-3,3.88,Windy,Low
137716,146555,709,08:35:20,08:45:20,08:43:20,3,8.43,Sunny,High
137717,146556,330,12:13:23,12:21:23,12:12:23,-4,9.4,Rainy,Medium
137718,146557,578,22:27:34,22:25:34,23:17:34,20,6.29,Rainy,Medium
137719,146558,497,00:43:56,00:54:56,01:23:56,10,9.23,Windy,Low
137720,146560,237,19:33:23,19:43:23,19:54:23,20,2.03,Sunny,Jam
137721,146561,657,20:06:28,20:22:28,20:37:28,-5,9.59,Sunny,Medium
137722,146562,90,17:02:00,17:12:00,17:25:00,5,5.82,Windy,Jam
137723,146563,476,12:22:10,12:27:10,12:34:10,17,9.03,Windy,Medium
137724,146564,626,20:52:49,21:01:49,21:33:49,15,8.12,Rainy,Low
137725,146565,412,09:23:52,09:39:52,10:01:52,12,9.6,Sunny,High
137726,146566,528,18:50:47,18:53:47,19:28:47,5,2.7,Cloudy,Medium
137727,146567,549,11:38:03,11:36:03,12:26:03,18,4.5,Windy,High
137728,146568,447,20:16:58,20:25:58,20:19:58,5,7.66,Windy,High
137729,146569,465,15:14:19,15:11:19,15:39:19,3,2.9,Rainy,Low
137730,146570,612,09:58:03,10:08:03,10:21:03,19,4.52,Windy,Medium
137731,146571,408,09:11:15,09:18:15,09:55:15,15,6.36,Windy,Low
137732,146572,542,13:00:47,12:58:47,13:35:47,14,4.8,Rainy,Jam
137733,146573,220,22:14:01,22:24:01,22:53:01,12,8.09,Sunny,Low
137734,146574,49,01:13:12,01:22:12,01:45:12,0,4.01,Sunny,Low
137735,146575,694,00:29:21,00:39:21,00:41:21,10,4.77,Cloudy,Jam
137736,146576,333,22:08:21,22:09:21,22:40:21,1,7.8,Rainy,Jam
137737,146577,705,12:20:34,12:37:34,12:48:34,-2,9.55,Sunny,Low
137738,146578,96,09:38:19,09:43:19,10:12:19,10,3.53,Rainy,Jam
137739,146580,321,19:59:40,20:02:40,19:58:40,-2,3.84,Windy,High
137740,146581,157,16:42:45,16:44:45,17:10:45,-4,5.82,Cloudy,Low
137741,146582,28,19:14:59,19:14:59,19:21:59,7,5.92,Sunny,Jam
137742,146583,47,12:44:40,12:46:40,13:13:40,8,4.83,Rainy,Low
137743,146584,666,19:36:36,19:45:36,20:13:36,5,2.5,Sunny,Medium
137744,146585,55,23:23:17,23:32:17,00:08:17,20,9.27,Windy,Low
137745,146586,606,19:16:49,19:22:49,19:22:49,11,6.06,Rainy,Low
137746,146587,241,12:26:19,12:38:19,12:53:19,2,2.6,Rainy,Jam
137747,146588,64,18:12:11,18:19:11,18:55:11,13,5.51,Sunny,Medium
137748,146589,704,10:42:12,10:57:12,11:26:12,8,3.43,Cloudy,Medium
137749,146590,222,13:18:14,13:26:14,14:00:14,10,2.06,Cloudy,Jam
137750,146591,547,18:02:18,18:05:18,18:41:18,6,1.79,Cloudy,Jam
137751,146592,16,10:13:58,10:23:58,10:31:58,13,2.44,Windy,High
137752,146593,19,19:06:54,19:08:54,19:36:54,-1,6.71,Cloudy,Medium
137753,146594,267,18:19:38,18:22:38,18:49:38,9,4.06,Windy,High
137754,146595,288,09:14:23,09:31:23,09:56:23,5,4.0,Windy,Medium
137755,146596,365,17:45:29,17:44:29,17:41:29,-1,7.17,Cloudy,High
137756,146597,421,09:14:22,09:26:22,09:43:22,2,4.9,Windy,High
137757,146598,258,20:04:17,20:05:17,20:09:17,8,2.98,Cloudy,Jam
137758,146599,589,16:13:58,16:26:58,16:48:58,0,7.02,Windy,Jam
137759,146600,580,08:47:49,08:48:49,09:29:49,12,3.14,Rainy,Medium
137760,146601,466,17:37:00,17:34:00,17:59:00,3,4.69,Windy,High
137761,146602,301,17:32:26,17:44:26,17:34:26,-3,6.4,Rainy,Medium
137762,146603,13,11:36:13,11:33:13,12:01:13,1,9.86,Cloudy,Jam
137763,146604,627,23:54:33,00:11:33,00:52:33,19,6.25,Sunny,Medium
137764,146605,236,12:46:53,12:52:53,13:21:53,11,5.17,Rainy,Jam
137765,146606,374,11:07:37,11:14:37,11:37:37,5,6.97,Cloudy,Low
137766,146607,451,16:30:33,16:34:33,17:01:33,5,9.1,Cloudy,High
137767,146608,308,17:30:55,17:28:55,18:04:55,7,6.34,Cloudy,Low
137768,146610,354,13:35:18,13:45:18,14:10:18,5,5.05,Cloudy,Jam
137769,146611,732,20:07:03,20:13:03,20:21:03,12,4.07,Sunny,Low
137770,146612,555,17:12:37,17:25:37,17:17:37,2,2.64,Sunny,Low
137771,146613,731,20:26:49,20:40:49,21:04:49,-1,5.3,Rainy,Jam
137772,146614,598,18:21:41,18:29:41,18:51:41,11,7.37,Cloudy,High
137773,146615,191,10:57:00,11:00:00,11:18:00,-5,9.33,Sunny,Medium
137774,146617,637,14:22:01,14:30:01,15:01:01,15,7.26,Sunny,Jam
137775,146618,460,14:28:23,14:35:23,15:00:23,13,6.93,Cloudy,High
137776,146619,276,10:13:57,10:26:57,10:56:57,5,9.06,Windy,Jam
137777,146620,168,13:46:47,13:57:47,14:34:47,19,8.0,Windy,High
137778,146621,251,19:02:46,19:02:46,19:10:46,12,3.55,Windy,Jam
137779,146622,512,12:16:43,12:12:43,12:41:43,-4,8.58,Sunny,Jam
137780,146623,407,11:49:23,11:50:23,12:12:23,2,5.04,Sunny,Medium
137781,146624,351,12:27:04,12:28:04,13:14:04,14,9.22,Rainy,Medium
137782,146625,103,18:30:05,18:28:05,18:51:05,2,4.56,Cloudy,High
