Financial_ID,Order_ID,Restaurant_ID,Service_Type,Restaurant_Commission_Rate,Restaurant_Commission_Amount,Delivery_Fee_Customer,Platform_Fee_Customer,Packaging_Fee_Customer,Net_Revenue_Swiggy,Restaurant_Payout
140025,140025,476,Main App,0.18,244.64,44,14.99,20,223.63,1114.45
140026,140026,1181,Main App,0.18,800.49,80,14.99,20,815.48,3646.66
140027,140027,3204,Main App,0.12,122.23,63,14.99,20,220.22,896.33
140028,140028,391,Bolt,0.22999999999999998,273.02,42,14.99,15,295.01,914.01
140029,140029,1146,Toing,0.12,158.53,5,12.0,0,175.53,1162.54
140030,140030,1329,Bolt,0.22999999999999998,201.18,50,14.99,15,181.17,673.53
140031,140031,3247,Bolt,0.22999999999999998,344.49,65,14.99,15,439.48,1153.31
140032,140032,3874,Main App,0.18,344.0,72,14.99,20,350.99,1567.12
140033,140033,2821,Main App,0.18,77.44,62,14.99,20,174.43,352.76
140034,140034,2021,Bolt,0.22999999999999998,271.41,69,14.99,15,370.4,908.62
140035,140035,3207,Bolt,0.22999999999999998,279.19,65,14.99,15,374.18,934.68
140036,140036,983,Bolt,0.22999999999999998,262.49,57,14.99,15,349.48,878.79
140037,140037,848,Bolt,0.22999999999999998,136.15,58,14.99,15,124.14,455.79
140038,140038,2128,Main App,0.18,271.02,52,14.99,20,258.01,1234.67
140039,140039,589,Main App,0.18,351.87,56,14.99,20,442.86,1602.95
140040,140040,2539,Main App,0.18,124.91,20,14.99,20,179.9,569.06
140041,140041,2428,Bolt,0.22999999999999998,464.12,42,14.99,15,536.11,1553.81
140042,140042,1746,Main App,0.18,175.42,55,14.99,20,165.41,799.15
140043,140043,273,Bolt,0.22999999999999998,140.64,75,14.99,15,245.63,470.82
140044,140044,3285,Bolt,0.22999999999999998,126.34,95,14.99,15,201.33,422.98
140045,140045,2785,Main App,0.18,102.05,55,14.99,20,192.04,464.89
140046,140046,2564,Main App,0.12,290.17,23,14.99,20,348.16,2127.91
140047,140047,2517,Bolt,0.22999999999999998,132.88,40,14.99,15,29.54,444.88
140048,140048,2518,Main App,0.18,322.64,78,14.99,20,435.63,1469.78
140049,140049,2674,Toing,0.12,177.36,16,12.0,0,205.36,1300.65
140050,140050,3408,Toing,0.12,55.78,15,12.0,0,42.78,409.09
140051,140051,3032,Toing,0.12,270.49,5,12.0,0,287.49,1983.57
140052,140052,2909,Main App,0.18,638.51,46,14.99,20,519.5,2908.78
140053,140053,1282,Bolt,0.22999999999999998,99.09,100,14.99,15,229.08,331.75
140054,140054,1896,Main App,0.18,1268.89,49,14.99,20,1352.88,5780.51
140055,140055,3747,Main App,0.12,208.35,24,14.99,20,267.34,1527.93
140056,140056,183,Toing,0.12,284.64,4,12.0,0,300.64,2087.39
140057,140057,718,Toing,0.12,228.87,12,12.0,0,252.87,1678.4
140058,140058,467,Toing,0.12,296.23,4,12.0,0,312.23,2172.33
140059,140059,2005,Main App,0.12,382.14,26,14.99,20,443.13,2802.38
140060,140060,974,Toing,0.12,157.08,19,12.0,0,148.08,1151.89
140061,140061,749,Main App,0.18,461.37,34,14.99,20,430.36,2101.81
140062,140062,262,Main App,0.18,583.15,26,14.99,20,644.14,2656.55
140063,140063,122,Main App,0.18,70.8,32,14.99,20,78.79,322.53
140064,140064,3318,Bolt,0.22999999999999998,181.64,93,14.99,15,304.63,608.11
140065,140065,1183,Main App,0.12,137.07,0,14.99,20,172.06,1005.16
140066,140066,3914,Toing,0.12,182.95,8,12.0,0,162.95,1341.63
140067,140067,2527,Bolt,0.22999999999999998,591.95,80,14.99,15,501.94,1981.75
140068,140068,1465,Main App,0.18,44.98,33,14.99,20,112.97,204.92
140069,140069,2122,Main App,0.25,780.0,0,14.99,20,814.99,2339.98
140070,140070,526,Main App,0.18,221.62,0,14.99,20,106.61,1009.6
140071,140071,1454,Main App,0.12,229.63,34,14.99,20,148.62,1683.92
140072,140072,2209,Main App,0.12,521.2,74,14.99,20,630.19,3822.15
140073,140073,2756,Bolt,0.22999999999999998,480.24,83,14.99,15,393.23,1607.76
140074,140074,2208,Main App,0.25,368.73,64,14.99,20,317.72,1106.2
140075,140075,2719,Main App,0.12,288.97,35,14.99,20,158.96,2119.12
140076,140076,1112,Main App,0.12,269.62,79,14.99,20,383.61,1977.23
140077,140077,3949,Main App,0.25,927.43,46,14.99,20,1008.42,2782.31
140078,140078,3336,Main App,0.18,541.03,75,14.99,20,651.02,2464.67
140079,140079,1882,Toing,0.12,149.72,10,12.0,0,71.72,1097.91
140080,140080,338,Main App,0.12,421.32,40,14.99,20,496.31,3089.7
140081,140081,3860,Main App,0.18,419.0,29,14.99,20,482.99,1908.76
140082,140082,1049,Toing,0.12,212.04,15,12.0,0,139.04,1554.96
140083,140083,793,Main App,0.18,232.54,71,14.99,20,338.53,1059.35
140084,140084,1551,Main App,0.18,41.25,60,14.99,20,36.24,187.9
140085,140085,1983,Bolt,0.22999999999999998,846.47,69,14.99,15,945.46,2833.84
140086,140086,2387,Main App,0.12,185.8,72,14.99,20,292.79,1362.51
140087,140087,976,Toing,0.12,192.57,3,12.0,0,7.57,1412.22
140088,140088,1029,Bolt,0.22999999999999998,398.25,92,14.99,15,320.24,1333.26
140089,140089,2530,Main App,0.18,254.44,35,14.99,20,324.43,1159.09
140090,140090,2945,Bolt,0.22999999999999998,212.03,89,14.99,15,331.02,709.83
140091,140091,3650,Bolt,0.22999999999999998,39.32,67,14.99,15,136.31,131.64
140092,140092,2586,Main App,0.25,587.79,61,14.99,20,683.78,1763.37
140093,140093,1136,Bolt,0.22999999999999998,87.04,78,14.99,15,195.03,291.41
140094,140094,1679,Main App,0.18,198.64,69,14.99,20,302.63,904.92
140095,140095,533,Main App,0.18,208.4,74,14.99,20,317.39,949.39
140096,140096,2062,Toing,0.12,297.59,0,12.0,0,309.59,2182.32
140097,140097,708,Main App,0.12,177.99,60,14.99,20,272.98,1305.29
140098,140098,3020,Bolt,0.22999999999999998,441.8,95,14.99,15,566.79,1479.08
140099,140099,532,Main App,0.12,648.52,69,14.99,20,652.51,4755.8
140100,140100,2953,Main App,0.18,301.65,26,14.99,20,362.64,1374.17
140101,140101,119,Main App,0.18,132.65,21,14.99,20,78.1,604.27
140102,140102,2,Bolt,0.22999999999999998,148.72,89,14.99,15,73.72,497.91
140103,140103,447,Main App,0.12,43.36,21,14.99,20,-0.65,317.95
140104,140104,2255,Toing,0.12,214.77,5,12.0,0,231.77,1574.99
140105,140105,1522,Bolt,0.22999999999999998,622.56,57,14.99,15,709.55,2084.22
140106,140106,2625,Main App,0.18,245.17,67,14.99,20,347.16,1116.89
140107,140107,2107,Main App,0.18,488.34,61,14.99,20,484.33,2224.67
140108,140108,3472,Bolt,0.22999999999999998,257.06,41,14.99,15,328.05,860.58
140109,140109,2957,Main App,0.25,281.66,65,14.99,20,381.65,844.97
140110,140110,2849,Main App,0.12,247.11,32,14.99,20,314.1,1812.17
140111,140111,541,Main App,0.18,269.61,25,14.99,20,129.6,1228.21
140112,140112,2950,Toing,0.12,206.91,19,12.0,0,237.91,1517.3
140113,140113,632,Bolt,0.22999999999999998,42.22,51,14.99,15,123.21,141.34
140114,140114,172,Main App,0.12,350.94,0,14.99,20,385.93,2573.58
140115,140115,1114,Main App,0.25,307.85,41,14.99,20,233.84,923.55
140116,140116,2287,Main App,0.18,137.69,26,14.99,20,83.94,627.24
140117,140117,3761,Main App,0.25,243.14,0,14.99,20,278.13,729.41
140118,140118,3547,Main App,0.12,298.09,0,14.99,20,333.08,2186.03
140119,140119,767,Toing,0.12,105.49,2,12.0,0,119.49,773.58
140120,140120,2960,Main App,0.18,470.87,57,14.99,20,562.86,2145.1
140121,140121,2606,Main App,0.12,495.45,30,14.99,20,560.44,3633.29
140122,140122,2279,Bolt,0.22999999999999998,172.35,47,14.99,15,249.34,577.01
140123,140123,1030,Bolt,0.22999999999999998,439.61,46,14.99,15,415.6,1471.75
140124,140124,2804,Bolt,0.22999999999999998,705.21,71,14.99,15,606.2,2360.94
140125,140125,3784,Main App,0.18,60.08,35,14.99,20,30.07,273.69
140126,140126,2201,Main App,0.25,175.76,0,14.99,20,210.75,527.28
140127,140127,3848,Main App,0.18,548.82,29,14.99,20,612.81,2500.2
140128,140128,1890,Main App,0.18,237.38,67,14.99,20,339.37,1081.42
140129,140129,2021,Main App,0.18,731.79,44,14.99,20,610.78,3333.71
140130,140130,2984,Main App,0.12,198.04,55,14.99,20,288.03,1452.3
140131,140131,816,Main App,0.12,134.79,35,14.99,20,104.78,988.5
140132,140132,2527,Bolt,0.22999999999999998,93.22,93,14.99,15,175.68,312.09
140133,140133,179,Main App,0.25,311.95,36,14.99,20,382.94,935.85
140134,140134,2013,Main App,0.25,669.62,0,14.99,20,554.61,2008.85
140135,140135,2672,Main App,0.18,623.62,25,14.99,20,683.61,2840.93
140136,140136,2560,Main App,0.25,1387.2,29,14.99,20,1451.19,4161.62
140137,140137,1057,Main App,0.18,542.53,78,14.99,20,655.52,2471.51
140138,140138,1089,Main App,0.12,106.35,76,14.99,20,84.4,779.92
140139,140139,3487,Main App,0.18,872.72,69,14.99,20,976.71,3975.72
140140,140140,2893,Toing,0.12,201.08,7,12.0,0,180.08,1474.55
140141,140141,650,Main App,0.12,601.33,0,14.99,20,536.32,4409.72
140142,140142,1812,Toing,0.12,182.34,13,12.0,0,207.34,1337.13
140143,140143,2516,Main App,0.18,89.92,54,14.99,20,178.91,409.64
140144,140144,3475,Main App,0.12,42.48,57,14.99,20,28.26,311.54
140145,140145,2243,Bolt,0.22999999999999998,621.76,68,14.99,15,619.75,2081.53
140146,140146,1306,Bolt,0.22999999999999998,440.39,89,14.99,15,559.38,1474.33
140147,140147,854,Main App,0.18,299.86,78,14.99,20,412.85,1366.05
140148,140148,1936,Main App,0.12,189.46,63,14.99,20,287.45,1389.4
140149,140149,3240,Toing,0.12,73.19,20,12.0,0,105.19,536.74
140150,140150,2985,Main App,0.12,508.53,31,14.99,20,424.52,3729.25
140151,140151,3659,Main App,0.12,139.13,24,14.99,20,198.12,1020.32
140152,140152,262,Main App,0.18,165.87,70,14.99,20,170.86,755.63
140153,140153,1023,Main App,0.18,212.33,0,14.99,20,97.32,967.29
140154,140154,3878,Main App,0.18,141.75,31,14.99,20,107.74,645.73
140155,140155,3650,Bolt,0.22999999999999998,289.97,88,14.99,15,407.96,970.77
140156,140156,2758,Main App,0.18,474.08,72,14.99,20,431.07,2159.7
140157,140157,2515,Main App,0.18,259.66,71,14.99,20,365.65,1182.91
140158,140158,446,Main App,0.25,746.32,74,14.99,20,855.31,2238.94
140159,140159,3577,Bolt,0.22999999999999998,374.75,46,14.99,15,450.74,1254.6
140160,140160,2528,Main App,0.18,152.05,73,14.99,20,260.04,692.67
140161,140161,3126,Toing,0.12,92.68,16,12.0,0,120.68,679.65
140162,140162,2928,Bolt,0.22999999999999998,372.62,74,14.99,15,376.61,1247.48
140163,140163,1045,Bolt,0.22999999999999998,414.93,61,14.99,15,305.92,1389.1
140164,140164,2799,Bolt,0.22999999999999998,902.8,91,14.99,15,1023.79,3022.41
140165,140165,2305,Main App,0.18,207.49,0,14.99,20,242.48,945.22
140166,140166,2969,Bolt,0.22999999999999998,150.99,51,14.99,15,231.98,505.51
140167,140167,2273,Bolt,0.22999999999999998,746.33,82,14.99,15,808.32,2498.57
140168,140168,2583,Toing,0.12,240.96,15,12.0,0,267.96,1767.04
140169,140169,3643,Main App,0.12,752.53,63,14.99,20,700.52,5518.52
140170,140170,1681,Main App,0.25,789.23,66,14.99,20,690.22,2367.68
140171,140171,1217,Main App,0.12,170.65,76,14.99,20,281.64,1251.47
140172,140172,3892,Main App,0.12,69.43,33,14.99,20,-36.14,509.12
140173,140173,3334,Main App,0.18,216.29,45,14.99,20,296.28,985.31
140174,140174,1756,Bolt,0.22999999999999998,304.4,67,14.99,15,301.39,1019.06
140175,140175,3081,Toing,0.12,195.92,16,12.0,0,223.92,1436.72
140176,140176,2201,Main App,0.25,1066.8,72,14.99,20,1173.79,3200.38
140177,140177,3080,Bolt,0.22999999999999998,119.17,64,14.99,15,213.16,398.98
140178,140178,1467,Main App,0.12,260.77,61,14.99,20,356.76,1912.33
140179,140179,3650,Bolt,0.22999999999999998,27.92,61,14.99,15,118.91,93.46
140180,140180,1472,Main App,0.12,432.13,56,14.99,20,323.12,3168.99
140181,140181,310,Main App,0.12,252.98,44,14.99,20,331.97,1855.16
140182,140182,1351,Main App,0.12,45.13,0,14.99,20,80.12,330.97
140183,140183,256,Toing,0.12,89.01,7,12.0,0,108.01,652.74
140184,140184,3915,Bolt,0.22999999999999998,462.66,82,14.99,15,574.65,1548.91
140185,140185,13,Toing,0.12,22.98,2,12.0,0,36.98,168.56
140186,140186,2720,Bolt,0.22999999999999998,236.75,65,14.99,15,331.74,792.61
140187,140187,2914,Bolt,0.22999999999999998,222.48,63,14.99,15,315.47,744.82
140188,140188,3286,Main App,0.18,753.3,49,14.99,20,637.29,3431.71
140189,140189,1574,Main App,0.18,275.44,42,14.99,20,202.43,1254.79
140190,140190,2154,Main App,0.18,1020.77,30,14.99,20,935.76,4650.15
140191,140191,367,Toing,0.12,126.91,5,12.0,0,-56.09,930.69
140192,140192,1030,Bolt,0.22999999999999998,286.36,65,14.99,15,381.35,958.69
140193,140193,714,Bolt,0.22999999999999998,70.89,76,14.99,15,176.88,237.33
140194,140194,507,Main App,0.25,933.34,41,14.99,20,1009.33,2800.0
140195,140195,2217,Main App,0.18,794.17,73,14.99,20,802.16,3617.86
140196,140196,403,Main App,0.18,179.35,71,14.99,20,285.34,817.05
140197,140197,974,Toing,0.12,91.92,19,12.0,0,122.92,674.06
140198,140198,696,Main App,0.12,93.2,32,14.99,20,160.19,683.44
140199,140199,962,Bolt,0.22999999999999998,254.8,57,14.99,15,141.79,853.03
140200,140200,2518,Main App,0.18,238.82,70,14.99,20,343.81,1087.98
140201,140201,351,Main App,0.25,627.74,36,14.99,20,698.73,1883.23
140202,140202,1947,Main App,0.12,437.35,79,14.99,20,351.34,3207.25
140203,140203,1484,Main App,0.18,794.59,31,14.99,20,860.58,3619.82
140204,140204,2582,Main App,0.18,321.26,24,14.99,20,380.25,1463.5
140205,140205,2457,Main App,0.18,765.07,36,14.99,20,636.06,3485.31
140206,140206,3837,Bolt,0.22999999999999998,599.69,60,14.99,15,689.68,2007.65
140207,140207,3049,Main App,0.18,349.73,0,14.99,20,384.72,1593.24
140208,140208,3555,Main App,0.18,134.97,58,14.99,20,227.96,614.89
140209,140209,963,Main App,0.18,535.78,37,14.99,20,607.77,2440.77
140210,140210,1102,Main App,0.12,392.61,73,14.99,20,500.6,2879.11
140211,140211,1592,Main App,0.18,114.02,25,14.99,20,174.01,519.42
140212,140212,620,Main App,0.18,135.65,41,14.99,20,98.6,617.98
140213,140213,3908,Main App,0.18,378.35,80,14.99,20,493.34,1723.6
140214,140214,3363,Main App,0.25,670.28,68,14.99,20,773.27,2010.86
140215,140215,2289,Main App,0.18,202.21,39,14.99,20,276.2,921.16
140216,140216,2377,Main App,0.25,344.37,42,14.99,20,421.36,1033.1
140217,140217,1683,Main App,0.18,118.99,37,14.99,20,190.98,542.07
140218,140218,1231,Bolt,0.22999999999999998,147.57,88,14.99,15,73.07,494.06
140219,140219,3110,Main App,0.12,153.42,65,14.99,20,253.41,1125.08
140220,140220,3648,Main App,0.12,48.61,79,14.99,20,162.6,356.44
140221,140221,3480,Bolt,0.22999999999999998,482.34,84,14.99,15,596.33,1614.79
140222,140222,227,Main App,0.18,551.83,60,14.99,20,446.82,2513.88
140223,140223,2850,Main App,0.25,89.11,29,14.99,20,153.1,267.35
140224,140224,1789,Main App,0.18,171.75,74,14.99,20,280.74,782.4
140225,140225,925,Bolt,0.22999999999999998,499.95,94,14.99,15,523.94,1673.76
140226,140226,3091,Bolt,0.22999999999999998,71.21,43,14.99,15,44.2,238.41
140227,140227,203,Main App,0.12,134.71,43,14.99,20,212.7,987.84
140228,140228,85,Bolt,0.22999999999999998,248.11,73,14.99,15,351.1,830.63
140229,140229,2349,Main App,0.25,431.43,20,14.99,20,486.42,1294.27
140230,140230,2834,Toing,0.12,286.27,18,12.0,0,316.27,2099.35
140231,140231,714,Main App,0.18,83.8,59,14.99,20,177.79,381.73
140232,140232,257,Main App,0.18,582.46,75,14.99,20,492.45,2653.45
140233,140233,3053,Bolt,0.22999999999999998,557.0,82,14.99,15,568.99,1864.76
140234,140234,3754,Bolt,0.22999999999999998,614.59,83,14.99,15,727.58,2057.54
140235,140235,1453,Main App,0.18,47.54,37,14.99,20,119.53,216.55
140236,140236,3516,Toing,0.12,222.7,3,12.0,0,237.7,1633.14
140237,140237,1062,Bolt,0.22999999999999998,682.14,76,14.99,15,788.13,2283.68
140238,140238,3159,Main App,0.25,117.74,38,14.99,20,190.73,353.21
140239,140239,2973,Main App,0.25,333.05,0,14.99,20,368.04,999.16
140240,140240,2697,Main App,0.12,97.4,31,14.99,20,163.39,714.3
140241,140241,406,Main App,0.18,99.84,49,14.99,20,183.83,454.82
140242,140242,1147,Main App,0.12,116.78,51,14.99,20,56.79,856.41
140243,140243,1979,Main App,0.18,435.52,52,14.99,20,522.51,1984.06
140244,140244,1913,Main App,0.25,358.65,49,14.99,20,342.64,1075.97
140245,140245,2609,Main App,0.18,49.11,56,14.99,20,58.24,223.74
140246,140246,1522,Main App,0.18,318.66,0,14.99,20,203.65,1451.65
140247,140247,1525,Main App,0.18,169.35,73,14.99,20,277.34,771.47
140248,140248,2843,Main App,0.18,278.42,0,14.99,20,313.41,1268.34
140249,140249,2566,Main App,0.18,169.13,32,14.99,20,136.12,770.48
140250,140250,1644,Toing,0.12,148.43,8,12.0,0,128.43,1088.48
140251,140251,2661,Main App,0.18,80.3,72,14.99,20,187.29,365.79
140252,140252,1364,Main App,0.18,419.34,78,14.99,20,532.33,1910.32
140253,140253,3153,Main App,0.18,444.01,35,14.99,20,514.0,2022.73
140254,140254,3991,Main App,0.18,312.29,76,14.99,20,423.28,1422.65
140255,140255,2682,Main App,0.25,144.49,0,14.99,20,179.48,433.45
140256,140256,1494,Bolt,0.22999999999999998,61.11,56,14.99,15,120.53,204.59
140257,140257,2862,Toing,0.12,78.34,20,12.0,0,110.34,574.47
140258,140258,2056,Bolt,0.22999999999999998,312.77,75,14.99,15,417.76,1047.08
140259,140259,2756,Bolt,0.22999999999999998,384.27,47,14.99,15,461.26,1286.45
140260,140260,855,Main App,0.18,71.17,65,14.99,20,171.16,324.21
140261,140261,582,Main App,0.25,509.28,43,14.99,20,587.27,1527.85
140262,140262,1348,Main App,0.12,226.45,0,14.99,20,261.44,1660.63
140263,140263,29,Bolt,0.22999999999999998,87.94,84,14.99,15,201.93,294.39
140264,140264,1959,Main App,0.18,624.58,67,14.99,20,576.57,2845.3
140265,140265,2491,Main App,0.18,61.97,25,14.99,20,70.32,282.33
140266,140266,3317,Main App,0.25,135.88,57,14.99,20,227.87,407.65
140267,140267,1103,Main App,0.18,266.07,76,14.99,20,377.06,1212.1
140268,140268,811,Toing,0.12,101.11,8,12.0,0,121.11,741.46
140269,140269,2983,Main App,0.18,69.51,24,14.99,20,128.5,316.68
140270,140270,1828,Main App,0.12,289.84,42,14.99,20,216.83,2125.5
140271,140271,3752,Bolt,0.22999999999999998,655.96,43,14.99,15,678.95,2196.03
140272,140272,1812,Main App,0.12,131.09,59,14.99,20,225.08,961.31
140273,140273,3136,Main App,0.25,117.24,33,14.99,20,185.23,351.72
140274,140274,2044,Main App,0.18,120.09,26,14.99,20,181.08,547.07
140275,140275,649,Main App,0.18,574.77,77,14.99,20,686.76,2618.39
140276,140276,2287,Main App,0.18,921.33,25,14.99,20,781.32,4197.15
140277,140277,3570,Main App,0.18,296.2,39,14.99,20,370.19,1349.36
140278,140278,3806,Bolt,0.22999999999999998,105.84,100,14.99,15,235.83,354.34
140279,140279,3068,Main App,0.18,51.0,0,14.99,20,85.99,232.35
140280,140280,3882,Main App,0.18,361.43,72,14.99,20,468.42,1646.5
140281,140281,2512,Main App,0.12,314.32,35,14.99,20,384.31,2305.01
140282,140282,136,Toing,0.12,43.38,15,12.0,0,30.38,318.08
140283,140283,31,Main App,0.25,1901.95,38,14.99,20,1974.94,5705.86
140284,140284,81,Bolt,0.22999999999999998,869.0,94,14.99,15,992.99,2909.27
140285,140285,2098,Main App,0.18,368.64,26,14.99,20,329.63,1679.38
140286,140286,532,Main App,0.12,235.31,52,14.99,20,322.3,1725.62
140287,140287,533,Main App,0.18,60.23,69,14.99,20,164.22,274.37
140288,140288,812,Main App,0.18,687.25,0,14.99,20,722.24,3130.79
140289,140289,3040,Toing,0.12,104.86,1,12.0,0,17.86,768.94
140290,140290,3995,Main App,0.12,214.18,51,14.99,20,100.17,1570.65
140291,140291,3965,Main App,0.25,630.38,56,14.99,20,721.37,1891.13
140292,140292,3567,Main App,0.18,642.58,34,14.99,20,611.57,2927.33
140293,140293,73,Main App,0.18,50.97,0,14.99,20,85.96,232.21
140294,140294,3236,Main App,0.18,199.11,50,14.99,20,284.1,907.07
140295,140295,1742,Toing,0.12,175.83,15,12.0,0,102.83,1289.41
140296,140296,802,Bolt,0.22999999999999998,461.59,44,14.99,15,535.58,1545.34
140297,140297,2244,Toing,0.12,220.0,12,12.0,0,244.0,1613.3
140298,140298,2118,Main App,0.25,959.87,26,14.99,20,1020.86,2879.6
140299,140299,1757,Main App,0.25,649.84,76,14.99,20,760.83,1949.53
140300,140300,3515,Main App,0.12,363.89,0,14.99,20,398.88,2668.55
140301,140301,1038,Toing,0.12,69.11,1,12.0,0,82.11,506.77
140302,140302,3307,Toing,0.12,358.36,4,12.0,0,374.36,2628.01
140303,140303,1660,Toing,0.12,175.94,8,12.0,0,195.94,1290.21
140304,140304,518,Main App,0.18,1075.62,30,14.99,20,990.61,4900.03
140305,140305,3981,Main App,0.18,454.19,37,14.99,20,526.18,2069.08
140306,140306,1755,Main App,0.25,602.52,61,14.99,20,698.51,1807.58
140307,140307,1272,Main App,0.18,399.98,37,14.99,20,471.97,1822.13
140308,140308,3097,Main App,0.18,267.87,38,14.99,20,340.86,1220.3
140309,140309,2845,Toing,0.12,130.12,4,12.0,0,146.12,954.19
140310,140310,3806,Bolt,0.22999999999999998,608.4,76,14.99,15,714.39,2036.83
140311,140311,2214,Bolt,0.22999999999999998,372.18,52,14.99,15,404.17,1245.99
140312,140312,2409,Bolt,0.22999999999999998,263.78,85,14.99,15,378.77,883.11
140313,140313,1705,Toing,0.12,117.38,8,12.0,0,137.38,860.76
140314,140314,1063,Main App,0.18,47.22,80,14.99,20,83.51,215.12
140315,140315,3806,Bolt,0.22999999999999998,398.54,66,14.99,15,494.53,1334.23
140316,140316,1921,Main App,0.25,1241.74,36,14.99,20,1312.73,3725.22
140317,140317,2706,Main App,0.25,779.54,26,14.99,20,840.53,2338.62
140318,140318,2075,Main App,0.25,617.69,32,14.99,20,584.68,1853.08
140319,140319,3898,Main App,0.18,186.04,0,14.99,20,21.03,847.5
140320,140320,2105,Toing,0.12,31.75,13,12.0,0,16.75,232.85
140321,140321,3485,Bolt,0.22999999999999998,714.18,60,14.99,15,804.17,2390.94
140322,140322,3368,Main App,0.12,647.1,25,14.99,20,507.09,4745.38
140323,140323,306,Bolt,0.22999999999999998,247.08,99,14.99,15,376.07,827.2
140324,140324,3277,Main App,0.25,683.6,28,14.99,20,746.59,2050.78
140325,140325,3284,Bolt,0.22999999999999998,95.08,46,14.99,15,71.07,318.33
140326,140326,171,Bolt,0.22999999999999998,494.49,85,14.99,15,609.48,1655.47
140327,140327,684,Bolt,0.22999999999999998,778.0,59,14.99,15,866.99,2604.63
140328,140328,1585,Main App,0.12,168.49,0,14.99,20,203.48,1235.61
140329,140329,3130,Main App,0.18,527.19,37,14.99,20,599.18,2401.66
140330,140330,1465,Main App,0.18,213.74,49,14.99,20,297.73,973.68
140331,140331,428,Main App,0.18,389.4,68,14.99,20,492.39,1773.95
140332,140332,3956,Main App,0.18,97.59,21,14.99,20,153.58,444.56
140333,140333,2068,Main App,0.18,348.35,55,14.99,20,438.34,1586.91
140334,140334,1891,Main App,0.12,361.26,59,14.99,20,455.25,2649.27
140335,140335,921,Main App,0.25,84.79,21,14.99,20,140.78,254.37
140336,140336,3270,Main App,0.25,69.17,75,14.99,20,79.16,207.51
140337,140337,2665,Bolt,0.22999999999999998,786.8,99,14.99,15,915.79,2634.06
140338,140338,2961,Main App,0.18,350.61,68,14.99,20,453.6,1597.22
140339,140339,1481,Main App,0.25,653.28,27,14.99,20,715.27,1959.86
140340,140340,949,Main App,0.18,370.07,0,14.99,20,405.06,1685.86
140341,140341,1231,Bolt,0.22999999999999998,90.4,67,14.99,15,187.39,302.63
140342,140342,499,Main App,0.25,409.94,21,14.99,20,465.93,1229.84
140343,140343,2197,Toing,0.12,56.41,17,12.0,0,-55.63,413.71
140344,140344,3408,Toing,0.12,266.77,17,12.0,0,295.77,1956.29
140345,140345,1323,Toing,0.12,77.61,19,12.0,0,108.61,569.17
140346,140346,1061,Main App,0.18,421.0,46,14.99,20,501.99,1917.88
140347,140347,2890,Main App,0.25,540.5,32,14.99,20,607.49,1621.5
140348,140348,2,Main App,0.18,217.06,35,14.99,20,287.05,988.84
140349,140349,569,Main App,0.12,170.89,0,14.99,20,205.88,1253.18
140350,140350,2246,Main App,0.18,726.22,73,14.99,20,634.21,3308.36
140351,140351,3193,Main App,0.18,97.46,38,14.99,20,170.45,443.99
140352,140352,2530,Bolt,0.22999999999999998,484.21,70,14.99,15,584.2,1621.05
140353,140353,1548,Toing,0.12,504.48,12,12.0,0,528.48,3699.55
140354,140354,2440,Bolt,0.22999999999999998,114.32,58,14.99,15,202.31,382.73
140355,140355,1145,Main App,0.12,403.76,0,14.99,20,288.75,2960.9
140356,140356,154,Main App,0.18,419.89,42,14.99,20,496.88,1912.84
140357,140357,722,Main App,0.12,344.67,0,14.99,20,379.66,2527.58
140358,140358,2197,Toing,0.12,303.59,3,12.0,0,218.59,2226.3
140359,140359,2287,Main App,0.18,161.47,0,14.99,20,-3.54,735.59
140360,140360,815,Main App,0.25,179.84,37,14.99,20,251.83,539.54
140361,140361,287,Main App,0.25,1147.58,34,14.99,20,1216.57,3442.72
140362,140362,1465,Main App,0.18,337.54,61,14.99,20,233.53,1537.68
140363,140363,674,Toing,0.12,174.23,4,12.0,0,190.23,1277.71
140364,140364,2705,Main App,0.25,168.82,78,14.99,20,180.52,506.45
140365,140365,1465,Main App,0.18,598.4,44,14.99,20,527.39,2726.06
140366,140366,560,Main App,0.12,32.47,59,14.99,20,126.46,238.13
140367,140367,3404,Main App,0.12,210.24,50,14.99,20,295.23,1541.8
140368,140368,718,Toing,0.12,239.03,18,12.0,0,269.03,1752.86
140369,140369,669,Main App,0.25,184.26,71,14.99,20,290.25,552.8
140370,140370,2258,Bolt,0.22999999999999998,204.84,46,14.99,15,230.83,685.78
140371,140371,1925,Main App,0.25,264.13,0,14.99,20,299.12,792.39
140372,140372,1513,Toing,0.12,338.35,2,12.0,0,352.35,2481.26
140373,140373,2786,Toing,0.12,113.35,1,12.0,0,86.35,831.22
140374,140374,2108,Bolt,0.22999999999999998,277.53,75,14.99,15,282.52,929.13
140375,140375,398,Main App,0.18,134.11,53,14.99,20,222.1,610.93
140376,140376,821,Main App,0.12,275.2,61,14.99,20,221.19,2018.11
140377,140377,2554,Bolt,0.22999999999999998,393.63,96,14.99,15,519.62,1317.81
140378,140378,2336,Main App,0.18,198.31,35,14.99,20,268.3,903.4
140379,140379,624,Main App,0.12,321.5,70,14.99,20,276.49,2357.67
140380,140380,19,Main App,0.12,326.23,69,14.99,20,430.22,2392.32
140381,140381,3332,Bolt,0.22999999999999998,42.99,71,14.99,15,143.98,143.91
